50.0,NaN,NaN,NaN,NaN
100.0,0.033459697,0.00574698,0.0044929907,1.6095513E-4
150.0,0.060512,0.010369473,0.010087002,0.010433648
200.0,0.08630269,0.011272153,0.016314631,0.014511597
250.0,0.114342146,0.013993426,0.020871794,0.015305387
300.0,0.13922074,0.015146325,0.029381204,0.01912645
350.0,0.16709866,0.015730685,0.035011865,0.019230431
400.0,0.19391693,0.017910993,0.044518206,0.022061387
450.0,0.22246724,0.018904166,0.05108755,0.021732029
500.0,0.25161105,0.020703636,0.059920426,0.022644607
550.0,0.28138834,0.021351645,0.0663339,0.020592123
600.0,0.31116903,0.022636931,0.07684571,0.02146997
650.0,0.33938873,0.023651248,0.086696625,0.021437617
700.0,0.3683481,0.024963424,0.098339915,0.022068221
750.0,0.3953691,0.025779704,0.10985247,0.022183536
800.0,0.42404518,0.026665384,0.123505674,0.023073252
850.0,0.4507406,0.027484499,0.13703172,0.023664953
900.0,0.4787062,0.028314896,0.15236288,0.024729257
950.0,0.5059201,0.029135356,0.16764852,0.025423212
1000.0,0.5342263,0.029867506,0.18478706,0.026599118
1050.0,0.5617069,0.030900354,0.20184444,0.02756499
1100.0,0.5902236,0.031722177,0.2206877,0.028785283
1150.0,0.61769474,0.032689244,0.2393809,0.02976778
1200.0,0.6460543,0.033519555,0.2595942,0.030902434
1250.0,0.6737135,0.034448784,0.2802431,0.032186903
1300.0,0.7020168,0.0353199,0.30198327,0.033400945
1350.0,0.7296193,0.0361666,0.32403034,0.034609247
1400.0,0.75797635,0.037087727,0.3474791,0.036018793
1450.0,0.7856824,0.038013924,0.37099576,0.037305616
1500.0,0.8138307,0.03887797,0.39596808,0.038750492
1550.0,0.841619,0.039811395,0.4213254,0.040243875
1600.0,0.8698909,0.04056287,0.44778335,0.0417345
1650.0,0.8978015,0.041592915,0.47455445,0.04337111
1700.0,0.9258138,0.042531323,0.5023945,0.045039795
1750.0,0.9538284,0.04328481,0.53098494,0.046605237
1800.0,0.98194444,0.044243827,0.5606309,0.048442803
1850.0,1.0097631,0.045164954,0.5905883,0.0502086
1900.0,1.0378721,0.04602081,0.62165755,0.052143656
1950.0,1.065987,0.046955135,0.6535995,0.05415203
2000.0,1.0938348,0.04775762,0.6859013,0.05592528
2050.0,1.1220332,0.048789825,0.719312,0.05817438
2100.0,1.1501787,0.049856856,0.75351906,0.060247928
2150.0,1.1780014,0.050591704,0.7882464,0.062220138
2200.0,1.2061536,0.05159141,0.82410616,0.06463125
2250.0,1.2341306,0.052591234,0.86067194,0.06696924
2300.0,1.2622322,0.05347044,0.8980688,0.069185644
2350.0,1.290264,0.05463138,0.9361338,0.071841106
2400.0,1.3186716,0.055612624,0.9753659,0.074175954
2450.0,1.3465893,0.056477565,1.0151526,0.07689701
2500.0,1.3747462,0.05737362,1.0556881,0.07927801
2550.0,1.4027647,0.058303297,1.0969244,0.0820936
2600.0,1.4307339,0.05931225,1.1388241,0.08481038
2650.0,1.4594468,0.06037641,1.1826316,0.087720744
2700.0,1.4868201,0.061271705,1.2254548,0.09062532
2750.0,1.5149525,0.06212496,1.2699437,0.09336074
2800.0,1.543218,0.0630183,1.3152562,0.09614356
2850.0,1.5714906,0.063907504,1.3616487,0.09905483
2900.0,1.5991726,0.06505952,1.4080851,0.10228978
2950.0,1.6272441,0.065848865,1.4556512,0.105246976
