50.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
100.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
150.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
200.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
250.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300.0,0.13047537,0.008317011,0.02959928,0.018551247,0.0030930552,0.0023610566,3.835881E-4,4.1566408E-4,3.3043747E-5,4.0239527E-5,5.01436E-6,7.662126E-6,4.777478E-7,7.7341184E-7,5.16211E-8,8.6883794E-8,4.171642E-9,7.12033E-9
350.0,0.16329955,0.011479943,0.029296767,0.014877994,0.0032572427,0.0021823682,3.906265E-4,6.121824E-4,3.6004767E-5,7.4752934E-5,4.4479E-6,1.4074354E-5,4.2499713E-7,1.5506125E-6,5.882096E-8,2.766633E-7,5.892435E-9,3.0307216E-8
400.0,0.19414286,0.015094178,0.038783096,0.018186204,0.0049684937,0.0032996617,6.3783134E-4,7.766694E-4,6.555025E-5,1.0393037E-4,8.316169E-6,1.8419274E-5,8.880589E-7,2.2279962E-6,1.1083974E-7,3.5656944E-7,1.1428741E-8,4.1688644E-8
450.0,0.22513792,0.016216222,0.046837147,0.018196652,0.0066764606,0.004008912,8.6677365E-4,8.293049E-4,9.438223E-5,1.18218704E-4,1.1275164E-5,1.9208934E-5,1.2473602E-6,2.487943E-6,1.4279688E-7,3.570642E-7,1.4739185E-8,4.3375902E-8
500.0,0.25373492,0.018057792,0.056289036,0.020652862,0.008733356,0.0051143123,0.0012290819,0.0011869499,1.4637358E-4,1.9021914E-4,1.8381386E-5,3.272424E-5,2.1541796E-6,4.5580614E-6,2.6350745E-7,7.048821E-7,2.9670389E-8,9.339725E-8
550.0,0.28187332,0.019406438,0.063181415,0.018919772,0.010257166,0.0052119107,0.001451107,0.0011972551,1.7600275E-4,1.9952694E-4,2.1288808E-5,3.3901943E-5,2.4575227E-6,4.8959005E-6,2.8799604E-7,7.4123676E-7,3.19956E-8,1.0037092E-7
600.0,0.31119677,0.02071046,0.072851196,0.01927574,0.012511437,0.0058416203,0.0018540465,0.0014333326,2.3684977E-4,2.5736113E-4,2.9371635E-5,4.549008E-5,3.4745374E-6,6.934599E-6,4.1461158E-7,1.0858278E-6,4.7614616E-8,1.5452481E-7
650.0,0.3380465,0.02207792,0.08327609,0.01982345,0.015171751,0.006528361,0.002354948,0.0016410733,3.1555E-4,3.077818E-4,4.0065115E-5,5.4372165E-5,4.834613E-6,8.446648E-6,5.7840185E-7,1.3017823E-6,6.699475E-8,1.865722E-7
700.0,0.3676806,0.023006117,0.09473756,0.020293202,0.018129054,0.0072238524,0.0029416946,0.0019490923,4.130049E-4,3.9206079E-4,5.4302298E-5,7.350644E-5,6.7562205E-6,1.215409E-5,8.304891E-7,2.005711E-6,9.943606E-8,3.0916004E-7
750.0,0.39434895,0.02411513,0.10685685,0.020800322,0.021572407,0.0079104295,0.0036637909,0.0022069584,5.379034E-4,4.633425E-4,7.296204E-5,8.894347E-5,9.30596E-6,1.5166657E-5,1.1577289E-6,2.538663E-6,1.400731E-7,3.9974728E-7
800.0,0.4235282,0.024656396,0.12038564,0.0215938,0.025520628,0.008794922,0.0045318003,0.0025750825,6.95701E-4,5.684583E-4,9.791853E-5,1.1232513E-4,1.2899459E-5,1.9692621E-5,1.6449869E-6,3.305966E-6,2.0373533E-7,5.214965E-7
850.0,0.450219,0.025923003,0.13449708,0.022533372,0.029990975,0.009690346,0.005578161,0.0029477174,8.959799E-4,6.7897193E-4,1.309829E-4,1.3865583E-4,1.7826904E-5,2.5205416E-5,2.3289435E-6,4.389787E-6,2.943756E-7,7.230573E-7
